-5.235987755982988157e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.036341132460332437e-01,-8.044615047732331728e-03,1.842241389982024746e-01,3.306439892006206305e-02,1.472975730026754998e-02,4.193195454935546573e-01,-1.850744903139849296e+00,-4.539625405268600186e-03,2.263440307687096531e-01,-1.949955954810337344e-01,5.499817152159631739e-01,-5.186332799282828976e-01,0.000000000000000000e+00
5.195409144049193406e-01,-1.454045186508583914e-03,1.713820945353013714e-01,-3.708162911438016296e-02,1.923908811619314818e-01,3.262305391677612354e-01,-1.950249198966104380e+00,9.301714430721020471e-05,3.897160044856369243e-01,-3.811134843166232855e-01,9.712113077190388521e-01,-9.626087875500297653e-01,0.000000000000000000e+00
5.360170651278504117e-01,2.240518267438305379e-03,1.562714902000367223e-01,-1.022197940499879193e-01,4.371091527548636169e-01,3.145720264862439386e-02,-1.913864805774700972e+00,3.475883511464069372e-03,4.771645995485401248e-01,-6.545895787862392456e-01,1.325746977658924353e+00,-1.503171956896630412e+00,0.000000000000000000e+00
5.502767334516521780e-01,-1.429838419196749477e-02,1.312017609203140478e-01,-1.601706254455711465e-01,5.361803182939062218e-01,-1.309446920847377183e-01,-1.862990762448574866e+00,5.878125069070410519e-03,6.260327815191696343e-02,-1.381746715267929693e+00,1.142342384879716288e+00,-2.461485821995744949e+00,0.000000000000000000e+00
5.633123164829566543e-01,-2.417534001133486016e-02,1.111502786233105333e-01,-2.124587915223052070e-01,3.901814283675096862e-01,2.686219402132196121e-01,-2.127868255629917993e+00,7.516989392369048673e-03,-1.941811693941860040e-01,-1.924194659443003053e+00,1.096871599104230377e+00,-3.215247427941436253e+00,0.000000000000000000e+00
5.761961003142608284e-01,-2.756927419290668840e-02,9.513603526990188630e-02,-2.606254954230170506e-01,6.333559623342640554e-01,-1.367219995011803024e-01,-1.975939207043604817e+00,8.566718635669309800e-03,-2.952925294036312653e-01,-2.307141021998613706e+00,1.204613155939079583e+00,-3.807046707341346981e+00,0.000000000000000000e+00
5.859023454049314683e-01,-3.956185348825624892e-02,7.673664241609576275e-02,-3.020595379904457145e-01,4.838370000236823509e-01,2.268913000459448215e-01,-2.199286386585772135e+00,9.166290433468707657e-03,-6.124244782601344639e-01,-2.837334232134128609e+00,1.044824548552390597e+00,-4.494583258946688531e+00,0.000000000000000000e+00
5.955473503632882082e-01,-4.667516360180708201e-02,6.145341978379269265e-02,-3.402448523786157919e-01,6.945138373739131454e-01,-1.625070258582725358e-01,-2.028912354992533196e+00,9.425986341770857188e-03,-8.103608356177690597e-01,-3.246560685528028678e+00,1.003238797888117873e+00,-5.060160319033952803e+00,0.000000000000000000e+00
6.028185065519579000e-01,-5.757947483397626159e-02,4.601831464563332225e-02,-3.731957797172502644e-01,5.490354342754358852e-01,1.773802305139671187e-01,-2.230843035860935686e+00,9.432874670522289548e-03,-1.103255383683869661e+00,-3.699337186212558137e+00,8.282135185646586351e-01,-5.630806088461127068e+00,0.000000000000000000e+00
6.092073589581381565e-01,-6.747872797302723047e-02,3.210397387474243913e-02,-4.026953317383075159e-01,7.142208634854915195e-01,-1.533592983031112911e-01,-2.072060915412530235e+00,9.255335579811806157e-03,-1.371123272003970550e+00,-4.107764638799848989e+00,6.639122903026355438e-01,-6.142800201106496161e+00,0.000000000000000000e+00
6.141109354637629414e-01,-7.835353563533517529e-02,1.902820931737086649e-02,-4.284008967471475415e-01,5.851623999731599968e-01,1.335950179907960389e-01,-2.236049809127781174e+00,8.946765495145241401e-03,-1.662471245900447814e+00,-4.507432841448907546e+00,4.520538723920756174e-01,-6.621957959741479272e+00,0.000000000000000000e+00
6.178251203601889951e-01,-8.953542225915009367e-02,6.961570454795649315e-03,-4.508413228658362804e-01,7.024002434907979930e-01,-1.181637981320460828e-01,-2.107008562412314490e+00,8.548591380510629431e-03,-1.960147690698114564e+00,-4.887580198948504595e+00,2.145863195996302319e-01,-7.062314209246303598e+00,0.000000000000000000e+00
6.205408409724797458e-01,-1.007370013931802449e-01,-4.077258747035794606e-03,-4.704162735285750685e-01,6.001779258395086858e-01,9.482414067512853761e-02,-2.222700833018845135e+00,8.092712001209744280e-03,-2.256689972400597988e+00,-5.244875756614332474e+00,-3.793270165098625024e-02,-7.463633027364006800e+00,0.000000000000000000e+00
6.223313102452783241e-01,-1.119732864987018905e-01,-1.415817617589570226e-02,-4.873861976439292643e-01,6.738989920434352854e-01,-7.651854352371337264e-02,-2.129507750354888262e+00,7.603467691479790999e-03,-2.552261405357397095e+00,-5.581082479563736598e+00,-3.044796853434719175e-01,-7.828864199577720839e+00,0.000000000000000000e+00
6.234155995937459283e-01,-1.229310714772758328e-01,-2.328092313417119003e-02,-5.021382670137336524e-01,6.050618188414299548e-01,5.463268445617644464e-02,-2.195802147840974161e+00,7.099224694840556085e-03,-2.839046418378196712e+00,-5.893115312019617136e+00,-5.736877973470033698e-01,-8.158473933050863991e+00,0.000000000000000000e+00
6.239305797465087844e-01,-1.334940443335081439e-01,-3.150006343322372948e-02,-5.149603803376298083e-01,6.387490674912523758e-01,-3.706572452582379551e-02,-2.141368326726778903e+00,6.593645983040618934e-03,-3.114204098890401173e+00,-6.181095431294298947e+00,-8.404973785407354736e-01,-8.454802151644017272e+00,0.000000000000000000e+00
6.240575419004130708e-01,-1.434508940219408613e-01,-3.885495737361793767e-02,-5.261695948070054252e-01,6.026551401494386617e-01,2.030429695132999340e-02,-2.165859558033712329e+00,6.096708014651668062e-03,-3.372634146397855748e+00,-6.443836767789586695e+00,-1.096869302711216632e+00,-8.719601611476281988e+00,0.000000000000000000e+00
6.239297912732331142e-01,-1.526898664572970132e-01,-4.540741442481413537e-02,-5.360213161226539125e-01,6.074821591198082960e-01,-9.973209923459607634e-03,-2.143298775411924595e+00,5.615512241576587314e-03,-3.611743449879124768e+00,-6.681627565785324130e+00,-1.338049511096242705e+00,-8.955321504568257041e+00,0.000000000000000000e+00
6.236534624441270047e-01,-1.611457959146425367e-01,-5.122550831574848584e-02,-5.447315274480908354e-01,5.926959336769315190e-01,2.919290141565809155e-03,-2.144002414551147151e+00,5.154931209386025628e-03,-3.830108976009453770e+00,-6.895340666979183020e+00,-1.560894472982605308e+00,-9.164555170006080331e+00,0.000000000000000000e+00
6.232884844523913781e-01,-1.688333875637225978e-01,-5.638549799211341890e-02,-5.524590105291528053e-01,5.863927370044483833e-01,-1.129296685941941387e-03,-2.135985405106498369e+00,4.718121646765644980e-03,-4.028270651712062111e+00,-7.086817629870994395e+00,-1.764972634024927878e+00,-9.350115647558174814e+00,0.000000000000000000e+00
6.228715597887671818e-01,-1.757978024357861879e-01,-6.096074956692872776e-02,-5.593294438478936259e-01,5.784070961538279043e-01,-2.600846162142231473e-04,-2.130967887811210382e+00,4.306930798048262503e-03,-4.207502968603905380e+00,-7.258134170964365417e+00,-1.950963519148152470e+00,-9.514673620420165179e+00,0.000000000000000000e+00
6.224273826244977048e-01,-1.820929101867425903e-01,-6.501801904010402755e-02,-5.654476203704149606e-01,5.714439127822918962e-01,-3.442434691924805938e-04,-2.125807595609969347e+00,3.922217222212817135e-03,-4.369276993240209350e+00,-7.411303328409839963e+00,-2.119937889394721164e+00,-9.660642432255375667e+00,0.000000000000000000e+00
6.219751388232381828e-01,-1.877702277939872488e-01,-6.861644664107721669e-02,-5.709048418870799058e-01,5.649817956574860744e-01,-3.321717564216816678e-04,-2.121054284816797253e+00,3.564103180135743450e-03,-4.514989120521741839e+00,-7.548143988386603276e+00,-2.272981126717723122e+00,-9.790151982190669955e+00,0.000000000000000000e+00
6.215299383810206635e-01,-1.928779290749322306e-01,-7.180830890018015389e-02,-5.757811528543563817e-01,5.590333182850408811e-01,-3.230994889206847314e-04,-2.116640637875526032e+00,3.232172399511731593e-03,-4.645938039577418799e+00,-7.670288739807459066e+00,-2.411146979257769551e+00,-9.905079800127156275e+00,0.000000000000000000e+00
6.211036463234623772e-01,-1.974607818240470547e-01,-7.463981961059129588e-02,-5.801468902751127921e-01,5.535641813312212056e-01,-3.153272330712504081e-04,-2.112551411727300987e+00,2.925624306833527703e-03,-4.763324652847241047e+00,-7.779201747001990519e+00,-2.535444011144851295e+00,-1.000708238870442912e+01,0.000000000000000000e+00
6.207055030246223515e-01,-2.015602622716891890e-01,-7.715185512039414439e-02,-5.840639496627160199e-01,5.485413435119371739e-01,-3.087291875336958119e-04,-2.108769268982978673e+00,2.643393632773529279e-03,-4.868256366104045441e+00,-7.876196458828213842e+00,-2.646829836824955873e+00,-1.009762298810735182e+01,0.000000000000000000e+00
