4.500000000000000000e+01,4.400000000000000000e+01,3.047000000000000056e-02
4.400000000000000000e+01,2.700000000000000000e+01,2.000000000000000111e-01
4.300000000000000000e+01,4.100000000000000000e+01,5.000000000000000278e-02
4.200000000000000000e+01,2.000000000000000000e+00,9.230000000000000357e-03
4.100000000000000000e+01,7.000000000000000000e+00,6.461999999999999689e-02
4.000000000000000000e+01,2.400000000000000000e+01,3.735000000000000125e-02
3.900000000000000000e+01,2.200000000000000000e+01,5.000000000000000278e-02
3.800000000000000000e+01,1.200000000000000000e+01,1.422700000000000076e-01
3.700000000000000000e+01,1.400000000000000000e+01,9.390000000000000777e-03
3.600000000000000000e+01,7.000000000000000000e+00,1.302000000000000032e-02
3.500000000000000000e+01,2.000000000000000000e+00,7.383000000000000673e-02
3.400000000000000000e+01,2.600000000000000000e+01,5.000000000000000278e-02
3.300000000000000000e+01,1.000000000000000000e+01,4.655999999999999722e-02
3.200000000000000000e+01,2.000000000000000000e+00,1.125300000000000050e-01
3.100000000000000000e+01,6.000000000000000000e+00,1.414199999999999902e-01
3.000000000000000000e+01,1.000000000000000000e+01,6.533999999999999531e-02
2.900000000000000000e+01,7.000000000000000000e+00,4.889999999999999902e-02
2.800000000000000000e+01,1.200000000000000000e+01,7.727000000000000535e-02
2.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000111e-01
2.600000000000000000e+01,2.500000000000000000e+01,1.300000000000000044e-01
2.500000000000000000e+01,1.400000000000000000e+01,2.000000000000000111e-01
2.400000000000000000e+01,1.200000000000000000e+01,2.000000000000000111e-01
2.300000000000000000e+01,1.900000000000000000e+01,4.701000000000000317e-02
2.200000000000000000e+01,2.000000000000000000e+01,9.578000000000000402e-02
2.100000000000000000e+01,4.000000000000000000e+00,7.070999999999999508e-02
2.000000000000000000e+01,1.900000000000000000e+01,2.000000000000000111e-01
1.900000000000000000e+01,1.800000000000000000e+01,2.000000000000000111e-01
1.800000000000000000e+01,1.700000000000000000e+01,2.000000000000000111e-01
1.700000000000000000e+01,1.200000000000000000e+01,2.000000000000000111e-01
1.600000000000000000e+01,1.100000000000000000e+01,7.070999999999999508e-02
1.500000000000000000e+01,6.000000000000000000e+00,1.414199999999999902e-01
1.400000000000000000e+01,1.000000000000000000e+01,2.000000000000000111e-01
1.300000000000000000e+01,1.000000000000000000e+01,6.533999999999999531e-02
1.200000000000000000e+01,8.000000000000000000e+00,2.000000000000000111e-01
1.100000000000000000e+01,8.000000000000000000e+00,7.724000000000000310e-02
1.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000111e-01
9.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000111e-01
8.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000111e-01
7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000111e-01
6.000000000000000000e+00,5.000000000000000000e+00,1.581100000000000005e-01
5.000000000000000000e+00,4.000000000000000000e+00,7.070999999999999508e-02
4.000000000000000000e+00,3.000000000000000000e+00,1.314000000000000064e-02
3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000111e-01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000111e-01
