-5.235987755982988157e-01,0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.135815892456190301e-01,-4.075716516009676021e-03,1.921046002120204432e-01,1.659009876347060375e-02,7.390037604981327529e-03,3.100438225074435561e-01,-1.725810862984694438e+00,-2.277753076906384021e-03,1.135672951456943164e-01,-9.783808616870676156e-02,2.759511581259778135e-01,-2.602219491489880521e-01,0.000000000000000000e+00
5.218403341434298959e-01,-4.941730672770919784e-04,1.855311044793120090e-01,-1.848151447699864641e-02,7.962171128223950733e-02,3.089429891949215246e-01,-1.804906404804111020e+00,1.709857052695912261e-05,2.012299167657414789e-01,-1.914365284653694599e-01,4.974923812473779350e-01,-4.876989929470035845e-01,0.000000000000000000e+00
5.303272351634621407e-01,2.565883981233287904e-03,1.784220013850777442e-01,-5.249141726628737958e-02,1.773901089102041251e-01,2.414931862036399646e-01,-1.842879515437176430e+00,1.992131988788860969e-03,2.747756298611437331e-01,-3.038692253813847777e-01,7.086152266675141975e-01,-7.377088221877519114e-01,0.000000000000000000e+00
5.388968425159950115e-01,4.371039476460311483e-03,1.704791327018621017e-01,-8.536083384258971729e-02,3.003652957812694146e-01,1.019518789292643002e-01,-1.833661445665004663e+00,3.680969193732276830e-03,3.160673100496763643e-01,-4.501580099341858654e-01,8.888247523602649247e-01,-1.022915452244772538e+00,0.000000000000000000e+00
5.470319375152583596e-01,9.846919624077622030e-04,1.598376562452493155e-01,-1.166351691984360839e-01,4.283219688528006053e-01,-9.619515642285325630e-02,-1.770517860392902820e+00,5.114133289976680562e-03,2.283166453726239165e-01,-7.159883027915142639e-01,9.329482592502174043e-01,-1.420619916669106253e+00,0.000000000000000000e+00
5.547038790102343242e-01,-3.805881654937320197e-03,1.487464057498535941e-01,-1.463446557618414134e-01,3.682365039891743463e-01,9.422547496853120319e-02,-1.907604888316947411e+00,6.319293041313301870e-03,1.041470007393553165e-01,-1.008129830360612988e+00,9.331448241144516542e-01,-1.837127653735709076e+00,0.000000000000000000e+00
5.619048794691426929e-01,-9.288369463086513025e-03,1.376373456101773474e-01,-1.745369064949459370e-01,4.815729873750080881e-01,-9.735747645214509749e-02,-1.835822631617515910e+00,7.321495848702263762e-03,-3.879075832427095194e-02,-1.308772337815302889e+00,9.069390724899700773e-01,-2.254502168629542780e+00,0.000000000000000000e+00
5.686324770041101262e-01,-1.521599833056501427e-02,1.266647278490428685e-01,-2.012616415173442697e-01,4.166588817673609335e-01,8.682147390570565948e-02,-1.961271992311330203e+00,8.143387658112205552e-03,-1.942099991350738353e-01,-1.611583758497951324e+00,8.605777285617972616e-01,-2.666371486194822005e+00,0.000000000000000000e+00
5.748096385349350523e-01,-2.185773610263090638e-02,1.157387701705426819e-01,-2.264910246303878383e-01,5.133639227162338781e-01,-8.515943196555519901e-02,-1.891909408030485906e+00,8.805419041385117648e-03,-3.685435620997515871e-01,-1.921348997172516171e+00,7.863792051494400415e-01,-3.076271764421709243e+00,0.000000000000000000e+00
