0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.223135843314011817e-01,1.668725671766817242e-01,4.471336961390013492e-02,4.291882785723254157e-02,-9.307896754650654692e-02,-3.308308163580881978e-01
5.249012181704006963e-01,1.638092832170090773e-01,-4.317368712935616692e-02,3.054972107119946489e-02,-2.926960188742026014e-01,-4.265038832215156672e-01
5.144002110052496857e-01,1.605299475163289302e-01,-4.232769591278296578e-02,2.979995936981449933e-02,-2.879749234568506067e-01,-4.177043357993475148e-01
5.041042784872765692e-01,1.573144956056589383e-01,-4.149748428826405267e-02,2.908466407693368477e-02,-2.833499477738549710e-01,-4.090595485912711937e-01
4.940094100877019390e-01,1.541616909865549112e-01,-4.068277451666885841e-02,2.838781773484377532e-02,-2.788171354057842888e-01,-4.005690306326958883e-01
4.841116741343435836e-01,1.510703206096995488e-01,-3.988329302963784795e-02,2.769898676578581159e-02,-2.743721927075972178e-01,-3.922331509993530196e-01
4.744072162433475848e-01,1.480391944616792632e-01,-3.909877039931765330e-02,2.700777134185257042e-02,-2.700099540420498045e-01,-3.840538252014629728e-01
4.648922577823484947e-01,1.450671451569289228e-01,-3.832894130684356970e-02,2.630089114644101195e-02,-2.657229224823791647e-01,-3.760358735189175960e-01
4.555630943644914943e-01,1.421530275349495165e-01,-3.757354450961877812e-02,2.556560237893067480e-02,-2.614964781536333049e-01,-3.681884701650283143e-01
4.464160943727591424e-01,1.392957182628697943e-01,-3.683232280744295345e-02,2.485064400053813016e-02,-2.572944462340860938e-01,-3.605128471097630571e-01
4.374476975140339507e-01,1.364941154434255732e-01,-3.610502300754975941e-02,2.432007138832641482e-02,-2.530846215021575474e-01,-3.529679798521680456e-01
4.286544134023385078e-01,1.337471382284013133e-01,-3.539139588861348051e-02,2.381995165583466328e-02,-2.489189487581842108e-01,-3.455693874134928012e-01
4.200328201706875486e-01,1.310537264375751243e-01,-3.469119616378917026e-02,2.333174088716791564e-02,-2.448012030327037791e-01,-3.383180991197389242e-01
4.115795631110018005e-01,1.284128401831914901e-01,-3.400418244285057651e-02,2.285445851157150848e-02,-2.407310563554375671e-01,-3.312118889413382394e-01
4.032913533415257157e-01,1.258234594999808054e-01,-3.333011719349158325e-02,2.238763952003456487e-02,-2.367081191058631184e-01,-3.242484503542965579e-01
3.951649665012071933e-01,1.232845839807343857e-01,-3.266876670185796250e-02,2.193088100434350401e-02,-2.327321041773375287e-01,-3.174254550044645073e-01
3.871972414704954457e-01,1.207952324174308006e-01,-3.201990103237286472e-02,2.148382404324642239e-02,-2.288027972626961448e-01,-3.107405629468305008e-01
3.793850791180271576e-01,1.183544424479073404e-01,-3.138329398692130817e-02,2.104614493846331674e-02,-2.249200411669928235e-01,-3.041914265833766118e-01
3.717254410726719693e-01,1.159612702080642099e-01,-3.075872306345696708e-02,2.061754901401322351e-02,-2.210837216751970480e-01,-2.977756947009276844e-01
3.642153485204210339e-01,1.136147899895762620e-01,-3.014596941409230027e-02,2.019776580381821632e-02,-2.172937561548276553e-01,-2.914910161250967580e-01
3.568518810256104956e-01,1.113140939030887455e-01,-2.954481780273158012e-02,1.978654527762633772e-02,-2.135500841962055529e-01,-2.853350430918111802e-01
3.496321753759730200e-01,1.090582915468669145e-01,-2.895505656230561164e-02,1.938365483571501471e-02,-2.098526599184879493e-01,-2.793054343589490562e-01
3.425534244510310966e-01,1.068465096808620396e-01,-2.837647755166324351e-02,1.898887688436331350e-02,-2.062014456396378537e-01,-2.733998580793837174e-01
3.356128761133457261e-01,1.046778919061538554e-01,-2.780887611217268407e-02,1.860200685684752775e-02,-2.025964066735052582e-01,-2.676159944518208822e-01
3.288078321221441502e-01,1.025515983497292255e-01,-2.725205102408584032e-02,1.822285158111035253e-02,-1.990375070649434419e-01,-2.619515381628981232e-01
3.221356470688655493e-01,1.004668053545488132e-01,-2.670580446271283645e-02,1.785122792074103626e-02,-1.955247061101965667e-01,-2.564042006321020084e-01
3.155937273341612448e-01,9.842270517485365855e-02,-2.616994195445492000e-02,1.748696163401679618e-02,-1.920579555378044700e-01,-2.509717120698090609e-01
3.091795300659102019e-01,9.641850567665935512e-02,-2.564427233273907161e-02,1.712988640884864286e-02,-1.886371972471716785e-01,-2.456518233579393362e-01
3.028905621778053558e-01,9.445343004338511983e-02,-2.512860769389802310e-02,1.677984304105820113e-02,-1.852623615192977025e-01,-2.404423077621543614e-01
2.967243793680814923e-01,9.252671648656214665e-02,-2.462276335303472882e-02,1.643667873052319373e-02,-1.819333656280594513e-01,-2.353409624841461822e-01
2.906785851579698488e-01,9.063761796156341588e-02,-2.412655779990901736e-02,1.610024647506580128e-02,-1.786501127916948484e-01,-2.303456100622751079e-01
2.847508299494614925e-01,8.878540188829540936e-02,-2.363981265488281774e-02,1.577040454601701114e-02,-1.754124914133393387e-01,-2.254540996285739618e-01
2.789388101019795174e-01,8.696934987679394435e-02,-2.316235262495707978e-02,1.544701603250553390e-02,-1.722203745670545239e-01,-2.206643080299336979e-01
2.732402670275652645e-01,8.518875745766062157e-02,-2.269400545993217541e-02,1.512994844393549844e-02,-1.690736196921051038e-01,-2.159741408210768820e-01
2.676529863041944290e-01,8.344293381727702075e-02,-2.223460190872089334e-02,1.481907336200857447e-02,-1.659720684635219157e-01,-2.113815331367354111e-01
2.621747968068420254e-01,8.173120153773832941e-02,-2.178397567584252487e-02,1.451426613515085368e-02,-1.629155468114507899e-01,-2.068844504502233006e-01
2.568035698559316682e-01,8.005289634143700206e-02,-2.134196337812355182e-02,1.421540560939051762e-02,-1.599038650655639215e-01,-2.024808892253943393e-01
2.515372183828026298e-01,7.840736684023486003e-02,-2.090840450162851152e-02,1.392237389070322129e-02,-1.569368182040329351e-01,-1.981688774687309640e-01
2.463736961118491442e-01,7.679397428916093227e-02,-2.048314135884505074e-02,1.363505613461555611e-02,-1.540141861893234987e-01,-1.939464751880820848e-01
2.413109967589751881e-01,7.521209234456538439e-02,-2.006601904614181350e-02,1.335334035949746825e-02,-1.511357343754407279e-01,-1.898117747643189024e-01
2.363471532460396374e-01,7.366110682667124931e-02,-1.965688540152092656e-02,1.307711728050041725e-02,-1.483012139733095591e-01,-1.857629012419215464e-01
2.314802369309510444e-01,7.214041548645130919e-02,-1.925559096268090326e-02,1.280628016153269322e-02,-1.455103625627394426e-01,-1.817980125442626438e-01
2.267083568530955107e-01,7.064942777677081509e-02,-1.886198892540766683e-02,1.254072468302467463e-02,-1.427629046409696345e-01,-1.779152996190833114e-01
2.220296589937760523e-01,6.918756462772902849e-02,-1.847593510230859104e-02,1.228034882354741425e-02,-1.400585521991278004e-01,-1.741129865194097071e-01
2.174423255513618647e-01,6.775425822613351245e-02,-1.809728788190309925e-02,1.202505275359946717e-02,-1.373970053191061469e-01,-1.703893304248912388e-01
2.129445742308355982e-01,6.634895179904522211e-02,-1.772590818808310320e-02,1.177473874009891779e-02,-1.347779527843757652e-01,-1.667426216082953105e-01
2.085346575474513464e-01,6.497109940132592132e-02,-1.736165943995422387e-02,1.152931106030651021e-02,-1.322010726991607321e-01,-1.631711833516339416e-01
2.042108621442089711e-01,6.362016570712922259e-02,-1.700440751206888298e-02,1.128867592406039219e-02,-1.296660331111693654e-01,-1.596733718161618687e-01
1.999715081228650715e-01,6.229562580526745719e-02,-1.665402069506070198e-02,1.105274140334614255e-02,-1.271724926337694517e-01,-1.562475758702368822e-01
